case_id;year;month;day;country_id;iso3;country_name;region;city/village;location;location_latitude;location_longitude;location_accuracy;incident_type;perpetrator_type;organizational_affiliation;organizational_affiliation_2;loneactor_id;target_group;grouped_target_group;target_group_2;grouped_target_group_2;weapon_type;grouped_weapon_type;weapon_type_2;grouped_weapon_type_2;weapon_description;fatal;n_killed;n_wounded;description;plot_type;plot_targeting;plot_operational_planning
2000-12-2;2000;12;2;13;NOR;Norway;Oslo;Oslo;;;;;2;2;Boot Boys;;;102;Ethnic/religious minorities;;;400;Knives/bladed weapons and sharp objects;;;Knife;0;0;1;"People had gathered in the apartment of a leader figure of Boot Boys. A woman and two men went out to buy soda water and cigarettes. When they saw a young man who looked unwell, the woman asked if he needed help. A group of around eight people - Norwegian and of Pakistani heritage - told her that he doesn't need help from ""someone like her"" and asked why she was wearing the nazi jacket (with Blood and Honour written on the back). She responded ""why do you think?"", ""I love Norway and want it to be like it used to."" Someone called her a nazi cunt and she threw a glass bottle towards one of them, missing the target. One of the men phoned the people at the party and three more men arrived. One of the men attacked a Pakistani man and stabbed him in the head, cheek, neck and thigh. The victim needed stitches, but was discharged from the hospital the next day. The woman and the two men who attacked were later charged with involvement in a racist murder (caseID 2001-1-26). ";;;
2000-12-9;2000;12;9;12;NLD;Netherlands;Zuid-Holland;Rotterdam;m;51.92446604827871;4.474964576302659;2;1;2;Grey Wolves (Netherlands);;;204;Political opponents;;;400;Knives/bladed weapons and sharp objects;;;Knife;1;1;0;"Turkish human rights activists held a hunger strike next to the town hall of Rotterdam to protest against torture of political prisoners in Turkey. They were attacked by a group of Grey Wolves who stabbed one person to death and severely wounded another one. The Grey Wolves were founded by Colonel Türkes, an admirer of Adolf Hitler. They claim the ""Turkish race"" is superior to other ethnic groups in Turkey, e.g., Kurds. ";;;
2000-12-21;2000;12;21;10;ITA;Italy;;Rome;;;;;1;6;Fuerza Nueva;;34;202;Political opponents;200;Political opponents;100;Explosives;;;Explosives;0;0;1;The office of a left-wing newspaper was bombed by a 41-year-old known right-wing extremist. The perpetrator placed the bomb, decorated in holiday gift wrapping, outside the door of the office. The bomb went off prematurely and exploded before the perpetrator had left, causing severe injuries to the perpetrator. No one else were injured despite the big explosion. The perpetrator had past ties to groups such as NAR and Terza Posizione. He had recently been stopped by the police after a demonstration turned violent and was found with Fuerza Nueva leaflets in his pocket. He also appeared on their website at the time of the attack and years later he appeared at one of their election rallies. ;;;
2000-m-d;2000;m;d;6;DEU;Germany;;Stetten/Baden-Würtemberg;;;;;3;6;;;17;207;Political opponents;202;Political opponents;302;Firearms;;;Six pistols and 1,550 rounds of ammunition;0;0;0;A 22-year-old man resigned his position as a sergeant in the elite special commando unit (Kommando Spezialkräfte - KSK) and immediately went on to raid a German army unit of conscripts training with weapons and live ammunition. He stole six pistols and 1,550 rounds of ammunition. Afterwards, he went underground and plotted to assassinate leading politicians, army officers, media and civil society representatives. He turned himself in to the authorities after six weeks when he realised that his plotted assassinations would not yield the political change he hoped for. The perpetrator was not previously known to the military intelligence as a right-wing extremist but displayed a clear right-wing ideology during his investigation.He was sentenced to seven years in prison in 2001.;3;5;2
2001-1-1;2001;1;1;13;NOR;Norway;;Kristiansand;;;;;2;2;Boot Boys;Vigrid;;102;Ethnic/religious minorities;;;600;Beating/kicking;504;Blunt instruments;Beating/kicking and bottle;0;0;3;A group of men belonging to Boot Boys attacked a man from Ethiopia on New Years Eve. The victim was at a party with 30 other youths at 'SV-huset' [left-wing political party] nearby a party by neonazis. He was struck several times in the head with a bottle and suffered severe injuries. Two other men of African origin were also attacked that night by the same perpetrators. The perpetrators were sentenced for severe bodily harm that was racially motivated. They were sentenced to between one and two years imprisonment. Several of the perpetrators had been charged for racially motivated violence previously. One of the men was also a member of Vigrid.;;;
2001-1-19;2001;1;19;6;DEU;Germany;;Cologne;;;;;1;3;Nationalsozialistischer Untergrund;;;102;Ethnic/religious minorities;;;100;Explosives;;;Bomb disguised as a Christmas present;0;0;1;Nationalsozialistischer Untergrund (NSU)) placed a bomb disguised as a Christmas present in an Iranian family’s grocery store. When the bomb exploded, the owners' daughter was severly injured. NSU was a terrorist group consisting of three central persons: a woman and two men. Between 2000 and 2007, they murdered nine migrants and a policewoman, committed three bomb attacks as well as a series of attempted murders and robberies. Unlike other terror groups, the NSU did not claimed responsibility for their actions and was not uncovered until 2011 when the two men were found shot dead by suicide. Some hours later, the apartment where the trio had lived under false identities was set on fire (suspected to be by the woman). The police found a service pistol belonging to one of the victims, a Česká CZ 83 used throughout the murders, and a DVD with images of three of the victims. The woman was sentenced to life imprisonment. See organizational affiliation ‘Nationalsozialistischer Untergrund’ for all cases.;;;
2001-1-26;2001;1;26;13;NOR;Norway;Oslo;Oslo;Holmlia;59.83558430688639;10.788373787543607;1;1;2;Boot Boys;;;102;Ethnic/religious minorities;;;400;Knives/bladed weapons and sharp objects;;;Knife;1;1;0;A 16-year-old boy, with a Norwegian mother and Ghanaian father, was stabbed to death near his home on the east side of Oslo. The victim was with a friend when a car with three people pulled up. Two skinheads dressed in clothes with nazi symbols got out while a woman remained in the car. The two boys began running, but the perpetrators caught up with one of them and stabbed him to death. The murder sparked outrage and more than 40.000 people gathered to protest. The main perpetrator, whose stabbing led to the fatal injuries, was sentenced to 16 years. The other male perpetrator, who also stabbed the victim, was sentenced to 15 and the female to 3 years. All three had ties to Boot Boys, a Norwegian skinhead movement founded in the midst of the 1990s which dissolved after the murder. The main perpetrator issued an apology after the murder and did not return to the movement after his release from prison. The second male perpetrator was observed at a meeting of the Nordic Resistance Movement the same year as his release. The attack was thought to be a random attack based on the appearance of the victim. In 2021, a comprehensive book about the victim, perpetrator and the neo-nazi movement in the area was released, which argued that the main perpetrator and the victim had previously met and quarreled. ;;;
2001-1-27;2001;1;27;17;CHE;Switzerland;Bern;Unterseen;Weissenau ruins;46.67018376223757;7.832516262948876;1;1;1;Orden der Arischen Ritter;;;203;Political opponents;;;500;Blunt instruments;;;Metal pipe;1;1;0;"Four men belonging to Orden der Arischen Ritter [Order of the Aryan Knights] killed the victim after he allegedly did not keeping silent about the groups previous murder attempt of a 17-year-old Kosovar in December 1999 (1999-12-d). The perpetrators lured the victim to come and meet them at a school before driving to the grounds of castle ruins. They handcuffed him, taped over his mouth and hit his face and chest with a steel pipe. The victim suffered broken bones and internal bleeding, and died from the attack. They threw his body in a river, which was discovered by the police February 22, 2001. The 25-year-old main perpetrator was sentenced to life imprisonment, while the other three were sentenced to 16 years each. The group had been founded to 'protect' against asylum seekers from the Balkans. 
";;;
2001-3-9;2001;3;9;3;DNK;Denmark;;Esbjerg;;;;;1;5;;;;102;Ethnic/religious minorities;101;Ethnic/religious minorities;201;Arson/firebomb;;;Molotov cocktails;0;0;0;"Two unknown men threw two Molotov cocktails at a Turkish club in which the local Imam was residing. One of the molotov cocktails landed in the living room and the carpet and couch caught fire. The other molotov cocktail hit the window in which the imam and his wife were sleeping, but did not break the window and catch fire. The residents were able to extinguish the fire in the living room and no one was injured in the attack. 
";;;
2001-4-1;2001;4;1;18;GBR;United Kingdom;England;London;Bow;51.53172735305809;-0.03183468801429765;1;2;99;;;;102;Ethnic/religious minorities;;;400;Knives/bladed weapons and sharp objects;;;Knife;1;1;0;At least three men attacked an Asian chef in the early morning on his way home from work. They stabbed him repeatedly in the back. He dragged himself home where he was found by his wife. The victim was allegedly attacked unprovoked because he was ‘a Paki’. ;;;
2001-6-13;2001;6;13;6;DEU;Germany;Bavaria;Nürnberg;Gyulaer Straße;49.4340854048027;11.082842869155664;1;1;3;Nationalsozialistischer Untergrund;;;102;Ethnic/religious minorities;;;302;Firearms;;;Česká CZ 83;1;1;0;The victim was one in the series of murders by the Nationalsozialistischer Untergrund (NSU). He was killed by two shots in the head in his tailor shop. Instead of investigating possible right-wing extremist motives, homicide investigators suspected drug-related crime as the cause of the murder. Officials examined the store and the victim's home with drug detection dogs, but found no evidence. After the search, an officer reported in a police note that he had found “trinkets that are not uncommon for the homes of Turks.” NSU was a terrorist group consisting of three central persons: a woman and two men. Between 2000 and 2007, they murdered nine migrants and a policewoman, committed three bomb attacks as well as a series of attempted murders and robberies. Unlike other terror groups, the NSU did not claimed responsibility for their actions and was not uncovered until 2011 when the two men were found shot dead by suicide. Some hours later, the apartment where the trio had lived under false identities was set on fire (suspected to be by the woman). The police found a service pistol belonging to one of the victims, a Česká CZ 83 used throughout the murders, and a DVD with images of three of the victims (including the victim in this attack). The woman was sentenced to life imprisonment. See organizational affiliation ‘Nationalsozialistischer Untergrund’ for all cases.;;;
